,ABB.ST.csv_AdjClose,ABB.ST.csv_Volume,ALFA.ST.csv_AdjClose,ALFA.ST.csv_Volume,ALIV-SDB.ST.csv_AdjClose,ALIV-SDB.ST.csv_Volume,ASSA-B.ST.csv_AdjClose,ASSA-B.ST.csv_Volume,ATCO-A.ST.csv_AdjClose,ATCO-A.ST.csv_Volume,ATCO-B.ST.csv_AdjClose,ATCO-B.ST.csv_Volume,AZN.ST.csv_AdjClose,AZN.ST.csv_Volume,BOL.ST.csv_AdjClose,BOL.ST.csv_Volume,ELUX-B.ST.csv_AdjClose,ELUX-B.ST.csv_Volume,ERIC-B.ST.csv_AdjClose,ERIC-B.ST.csv_Volume,ESSITY-B.ST.csv_AdjClose,ESSITY-B.ST.csv_Volume,GETI-B.ST.csv_AdjClose,GETI-B.ST.csv_Volume,HEXA-B.ST.csv_AdjClose,HEXA-B.ST.csv_Volume,HM-B.ST.csv_AdjClose,HM-B.ST.csv_Volume,INVE-B.ST.csv_AdjClose,INVE-B.ST.csv_Volume,KINV-B.ST.csv_AdjClose,KINV-B.ST.csv_Volume,SAND.ST.csv_AdjClose,SAND.ST.csv_Volume,SCA-B.ST.csv_AdjClose,SCA-B.ST.csv_Volume,SEB-A.ST.csv_AdjClose,SEB-A.ST.csv_Volume,SECU-B.ST.csv_AdjClose,SECU-B.ST.csv_Volume,SHB-A.ST.csv_AdjClose,SHB-A.ST.csv_Volume,SKA-B.ST.csv_AdjClose,SKA-B.ST.csv_Volume,SKF-B.ST.csv_AdjClose,SKF-B.ST.csv_Volume,SSAB-A.ST.csv_AdjClose,SSAB-A.ST.csv_Volume,SWED-A.ST.csv_AdjClose,SWED-A.ST.csv_Volume,SWMA.ST.csv_AdjClose,SWMA.ST.csv_Volume,TEL2-B.ST.csv_AdjClose,TEL2-B.ST.csv_Volume,TELIA.ST.csv_AdjClose,TELIA.ST.csv_Volume,VOLV-B.ST.csv_AdjClose,VOLV-B.ST.csv_Volume,OMXS30_Close
10,225.596085,1000875,204.12149,937354,1097.843384,284972,172.909653,2237110,280.119019,1820821,242.73912,876274,563.605774,401940,275.814453,1342553,249.193497,698355,54.317551,8684995,224.388565,1298902,113.926674,630278,463.071014,1046344,150.175934,3721326,378.874084,976602,265.333374,543745,151.463486,4265422,83.580696,2320081,88.456413,4823543,141.602753,1207772,103.687378,3706798,151.028839,1152381,181.11731,2169832,44.572842,4662469,165.091522,4995188,309.465698,454311,93.621597,3099149,34.544903,6069960,151.908997,4200749,1623.329956
11,222.508453,1364109,203.238678,840225,1089.371338,326805,172.320358,2214542,280.563263,1930605,242.957596,1112376,558.930725,464666,276.004181,938303,249.761169,925927,56.08287,15557127,224.483902,1332612,112.561111,901833,458.88031,754509,147.531403,7261531,380.231689,828663,269.212219,808238,151.952087,3925792,83.830826,1991672,88.280731,4450706,142.429413,1097542,103.777458,4721883,138.813919,8117407,183.120926,2357323,44.902103,4594079,166.816055,3716976,311.658447,663070,92.579636,3074937,34.241955,7334930,152.473007,4678571,1622.849976
12,223.106064,861649,202.846344,1016410,1085.384766,221711,174.186462,3604828,279.969971,2179854,242.011887,1206381,559.42804,293169,273.157806,1093597,244.65242,1130612,56.742443,14490414,222.38681,1654035,110.902931,1310384,462.971222,865134,147.343826,6470536,379.649872,757134,267.919586,615728,152.831543,3577481,84.465759,1756696,88.807777,5315008,142.137634,1065680,104.588226,4310809,140.907913,4456842,184.658569,2035860,45.137291,1950798,168.582626,3802879,310.133026,592111,92.965553,3647778,34.269497,8885172,153.366028,4223290,1624.780029
13,224.201691,1124099,205.298538,1017091,1096.348267,174470,175.610596,2308936,282.268158,2115575,245.210205,1116924,565.794189,469795,275.055389,1229456,244.936218,1402867,56.80064,8993270,223.53067,1416596,112.70742,1078970,471.751709,543811,147.981537,5561698,381.201416,626360,269.304596,474366,155.518799,3418170,84.619682,2762848,87.84153,10786708,144.082733,1131783,104.047722,3568662,139.817291,2380758,185.823456,1861225,45.720558,3108181,168.582626,3148362,311.467773,649518,92.077957,2937578,34.16851,9668657,155.387115,4906149,1630.619995
14,223.604065,1163907,205.592804,954282,1087.876465,158231,176.19989,2562676,281.452728,1805213,243.902328,874535,570.170959,412105,274.770782,759088,246.54454,1116433,55.559093,9856070,225.913727,970014,113.048813,686846,470.055481,868630,146.81868,5267941,381.589325,807059,270.227631,866249,155.567657,3731844,85.331573,2078785,89.9058,7079162,144.423126,1581941,105.624199,3384027,141.518646,1833276,185.730286,1397297,46.040413,2682820,170.685699,2640516,315.757965,678777,92.734009,2693167,34.333755,8354677,154.82309,4243148,1635.469971
15,225.396896,1219998,205.396622,657851,1097.344971,235514,177.574921,2044417,280.711334,2154187,243.756699,900374,576.338196,350876,270.216522,1304907,251.369492,1497244,55.365105,10077739,228.582748,1245489,114.170525,696265,470.953491,632514,147.625168,5059549,386.341003,1061901,271.706024,448980,154.883636,3406147,85.177658,2346338,89.027382,8454418,146.270966,2055210,106.029579,3856058,142.216644,1631847,184.844971,1394339,45.579449,3167131,172.87291,3484069,322.812927,1298499,93.602295,5115704,34.554077,7793299,156.280121,5049170,1643.709961
16,225.49649,1201204,203.532944,867673,1092.859985,141278,174.186462,2828816,278.19104,1940784,241.139954,1106746,567.485291,511071,272.968048,1607599,252.599335,1466485,54.783131,7893628,223.244705,1542599,113.097572,850011,466.064331,702162,147.868988,4344664,388.183472,1154280,272.075623,547905,154.150742,3324161,83.965508,2055713,88.588181,5293299,145.492935,994495,105.398987,3039966,140.515289,1443378,184.006241,1557896,47.018795,6051966,171.526932,2593813,319.857452,549798,93.139206,2418912,34.352116,7674735,154.682083,3930620,1631.199951
17,222.110062,1630641,201.375015,1104017,1072.427979,326513,172.320358,2665104,274.707245,3271613,237.796967,1143011,563.804749,556583,272.019287,1503907,247.017563,1296054,52.95961,11287996,225.627762,2972506,112.756187,1606538,461.773865,1132198,147.51265,5123969,376.643707,1548053,267.734772,574172,154.053024,5436559,82.772591,3160646,86.664452,7147205,143.742355,1202054,103.41713,5901086,139.773651,1907360,182.14241,2071920,46.2756,4272749,168.24614,3668431,310.991058,937718,93.254982,3189135,34.067532,10042150,152.52002,5866938,1604.48999
18,222.807266,1252693,202.159729,1329883,1077.411255,162068,173.449844,2738563,272.112915,5417926,235.980301,2200912,572.259827,530080,271.165314,813193,248.720474,1130712,52.416439,7617631,229.250015,1719719,113.341431,1000628,466.164154,646694,146.762421,4305045,375.576965,1095153,269.304596,395095,153.417862,6587322,83.619179,1985251,87.929367,5048390,145.006668,768720,104.22789,3397947,141.169647,2256346,184.984741,2425634,45.824039,9940101,169.339737,2528825,310.895721,542861,95.16523,3614366,35.371113,29098329,152.84903,3373594,1612.630005
19,221.313248,770730,196.961044,1597717,1086.38147,280418,170.896225,2644499,271.890808,2611373,235.617157,867025,569.47467,267371,275.529785,1136409,249.004318,819592,53.328194,9940166,227.24823,1101876,101.490326,7779292,464.567688,974340,147.737701,5053693,379.358948,1242109,270.135223,571937,151.414627,2929250,83.349808,2130327,88.017204,5125497,143.693726,1023004,104.272934,2959468,141.344147,1156587,181.490082,1455432,47.432724,6877171,170.349213,2549685,307.368256,501227,95.686211,3386767,36.105526,20403166,151.391983,3923576,1610.400024
20,219.620041,923008,201.865448,3031246,1167.112549,1176329,170.061371,2617113,272.186951,3268821,236.561905,1348005,562.611084,439207,272.493652,1104549,246.449936,1181512,54.026562,11931016,225.723083,1394824,101.92926,3441062,465.964569,379509,146.162247,6589102,375.286072,1398555,266.995605,610573,150.877182,3055555,80.617661,6824807,87.173927,5975766,142.575302,1112123,103.146873,8729051,139.555542,1417549,180.092194,1705224,46.877686,5402406,168.75087,2766529,305.556854,444283,94.528488,2233491,35.784222,12826145,150.404953,5420629,1603.310059
21,218.524414,863532,202.748245,1507493,1183.05957,506535,171.387299,2354686,273.891815,2934515,238.960159,1463891,549.978271,444297,271.165314,1172931,263.195282,4392247,49.079784,51462893,224.96051,1412343,105.245621,3706574,468.25943,1271871,130.670135,39958907,373.443573,1247645,265.425751,729180,151.610062,3054714,78.443481,6204393,87.437454,9035304,141.845886,4555228,103.282005,4029088,139.730026,2280152,181.490082,2620037,47.028206,5070846,169.423859,2546680,304.317444,720724,95.088051,3171495,36.307487,14585506,151.203979,9348105,1593.150024
22,220.118042,1644062,207.946915,2118868,1168.109131,453347,173.253403,2869882,273.81781,2078729,238.960159,1005117,550.077698,403504,273.82196,1066759,263.195282,1572332,50.573517,17838118,224.769867,1502977,105.343155,1441133,465.964569,847902,130.838928,13441105,377.031555,1463975,276.045868,1729126,149.753418,5844601,78.751335,3714361,88.807777,8341722,143.353317,2356862,104.498138,4215010,138.639404,2951145,176.317947,6452254,45.97456,8001457,171.274582,2426822,305.270844,505403,94.817909,3517285,36.546169,16243069,151.626984,6073303,1601.839966
23,217.130005,1455829,202.552063,1607930,1146.182373,493770,173.106079,3788339,264.997253,2700792,230.965302,1191202,565.694702,1082731,266.136719,1306482,263.195282,1339755,52.183647,13828868,222.577438,1355640,105.050537,1532787,463.170776,375725,133.370941,10343128,369.661652,1251585,272.90625,927788,146.479843,4640029,77.750824,3119537,87.929367,8210247,142.429413,1772600,103.91259,3638868,142.434784,3011636,168.909256,4463262,44.516396,4574846,169.171494,2576438,300.789948,622783,94.335526,4703935,36.087166,15704549,148.430862,6685963,1584.790039
24,211.353149,1734451,195.73494,2138361,1140.700684,506761,168.244385,3511994,258.771027,4000970,224.279312,1438865,547.192993,787779,263.100586,1819523,258.370361,1074855,50.049744,16117458,214.951675,1992192,103.392357,1786708,457.483429,760087,131.814224,10518217,353.467133,2569032,260.161926,1546084,143.694885,7484761,76.423233,4744220,85.452232,7371270,139.220001,1828040,102.606369,7547452,139.293777,2573620,163.410965,4476892,44.309429,7701903,165.764511,4197276,295.546387,602331,93.428635,3652936,35.178326,15663309,144.905762,9113984,1546.329956
25,204.978699,3029867,191.713318,2644246,1120.766968,573634,172.27124,5952544,251.951538,5171990,217.883606,2364488,528.890259,897683,258.736145,2494769,248.62587,1803176,48.633606,22854634,207.707169,3968357,99.685829,2522736,450.299377,1248698,128.757065,11010256,346.77597,3648145,256.00589,1940016,141.838226,7997379,74.499184,5324795,82.114258,12849743,135.718842,2298592,99.813751,6790538,138.37767,2814354,160.289047,4558521,43.603867,8800905,163.871735,7248965,288.968079,967498,91.228958,4441281,33.948193,25283090,142.931702,10573581,1511.599976
26,209.659943,1576798,197.745758,2102917,1162.12915,687606,172.86055,4884653,259.660492,3712310,225.369675,1374155,539.135803,502534,260.538849,1622095,249.57193,2063350,50.845104,13680953,213.045227,2813115,101.246475,2259816,495.498932,2010399,131.195282,7147319,359.67337,1975743,266.718384,1173988,147.115021,7149285,76.173103,3132938,84.39814,8678076,137.761185,2072957,100.714592,9674818,141.867645,2661360,162.292664,3329086,43.810829,4949078,170.012726,5247434,297.262451,842676,94.528488,4388869,34.590801,19845478,146.456818,6543615,1551.150024
27,198.903046,3497160,192.645157,1936066,1126.248657,415032,166.967575,3466006,253.359283,3083917,220.209061,1187725,551.370789,815253,257.502716,2465460,248.815079,1462500,50.010944,11378053,209.041687,1308372,99.539528,1289274,478.93576,3393359,131.457855,5352287,347.163879,1375866,259.330322,1032325,142.913132,5131860,74.59539,2910383,83.256195,6587531,134.697662,1595856,99.363319,6018783,139.250168,1779301,158.658203,2695134,42.540817,4826122,167.825531,3399661,292.209564,595117,91.499092,3121663,33.388195,33468731,142.555664,5842945,1519.77002
28,194.221802,2646745,189.800613,1676076,1111.298584,504810,163.922867,2932135,248.689865,3003033,215.412521,1250074,536.649048,642232,256.648773,2058696,248.058273,1502274,50.224335,13400013,213.521835,2228478,98.076431,1224770,472.25058,1008372,130.295013,6729213,340.666656,2039848,250.463867,1195136,140.909897,4819450,73.113869,4489225,82.535896,7161378,131.634155,2550607,98.012054,6044170,138.770294,2110543,156.561401,2899183,41.948143,6992774,164.797089,4254745,291.065521,895074,89.723907,2691221,33.103619,20595562,139.923599,6662280,1500.180054
29,197.458832,1810899,192.841339,1523449,1143.192261,280067,166.918457,4072115,252.173645,2558118,218.755524,1169391,546.098816,529148,261.867157,1903177,251.085663,1001231,50.922703,9414234,215.332947,1781549,99.24691,1291535,476.640839,910921,131.814224,6523910,345.903229,1519640,262.747162,1310816,142.375687,3669030,74.056656,3083564,82.904831,5918800,133.044342,3652353,98.822807,4886559,141.213287,1314180,158.332031,2001662,42.296219,4444907,168.162003,4304464,293.830322,572276,91.614868,2320397,34.104252,52348812,142.085663,4059733,1521.619995
30,194.321411,1813505,190.585312,1170711,1129.736938,172338,166.230942,2520024,249.653351,1802527,216.866043,931948,542.418396,340348,259.020782,2146380,246.733749,1039625,51.233089,10018271,212.854584,1003623,97.686272,1089319,480.73175,845423,132.751984,8847890,344.060699,1090281,262.931946,879021,141.251923,2849707,74.499184,2047387,82.096695,6047574,131.536896,1026252,99.903831,6157903,140.340775,1315071,156.421631,1733084,42.728966,3739460,167.404907,2373435,291.73288,696437,91.499092,1809802,34.159332,17191636,141.192627,4080540,1513.27002
31,196.861221,2053969,191.762375,1233690,1141.697266,240714,168.981003,3746177,252.989075,2660183,219.845917,1127305,544.905151,550391,268.793335,3129061,249.66655,1209887,51.465881,8445009,212.377975,1730141,98.417824,1145433,488.713989,767008,126.600174,24473691,351.624634,1654868,263.76355,904203,142.180252,4017130,75.249565,1890043,84.503548,8788399,133.530609,1994182,102.966705,6362794,143.438126,1706319,157.959274,1946194,43.566238,4691326,171.779312,4672139,307.272919,1811577,91.904297,2300559,34.11343,17489821,143.636734,6498556,1532.150024
32,200.895065,2387653,193.675079,1109803,1151.664185,215408,171.092651,3159973,256.027649,3023231,222.099503,945347,533.274414,745136,274.011719,2725986,253.545425,836621,52.12545,7299098,213.331192,1416759,98.564133,895042,486.518921,442213,130.351288,10800975,350.945801,1816891,262.839569,570979,142.913132,3352300,75.1726,2142603,84.644096,7734745,133.336105,1467784,103.687378,5114938,143.350876,1677303,159.03096,1532841,43.556828,4365895,172.788788,4000809,312.516449,1282292,91.093887,2350673,34.342934,22879026,143.307693,4420503,1542.719971
33,201.791473,799653,194.165527,1028534,1158.640747,376323,174.333786,2870844,258.547943,1899531,225.224045,872372,536.265869,432616,273.727081,1954479,253.829208,884220,52.455238,6134321,214.951675,1138335,100.368622,1168174,486.119812,425750,132.00177,7705813,353.951996,1258628,264.686554,597779,144.769775,2553539,76.173103,1949200,85.434669,5737540,134.697662,1199259,104.678307,3462483,143.699875,1412037,160.382248,1428964,44.347061,4367686,173.630005,2393717,317.569366,939185,92.965553,2513245,34.627518,19635328,145.704788,4154914,1556.930054
34,200.695862,649881,192.890381,623926,1151.165771,148043,173.54805,1111312,256.250732,1286884,223.04425,525256,532.476746,526275,271.165314,986922,249.004318,1096866,51.87326,4605181,215.428284,1105810,98.661674,799369,482.228424,252350,131.926743,4845998,352.012512,804313,263.301575,338438,143.743744,2095516,75.268799,1541952,85.909019,3464271,134.065521,700033,105.308907,3646288,141.649521,1078494,158.378632,962987,45.607666,5600203,173.125275,1946207,317.855377,564672,93.505821,1794191,34.287853,13323684,145.375763,2810305,1550.859985
35,204.381088,1328157,197.843842,1423984,1165.119263,356547,177.574921,3729596,262.105774,1439702,228.203903,535975,540.952515,508415,272.968048,1511735,251.65329,899582,53.095406,5673697,215.428284,1604407,99.490753,613576,487.716217,416251,132.133057,5328052,357.055145,1057485,269.951416,629084,147.359329,2798260,75.999947,1361222,86.436058,4743863,137.420807,1307589,104.768402,4212297,142.173019,1465935,163.038193,2048637,46.604866,3762236,173.630005,2825577,321.096863,622814,94.39341,1755680,34.379658,21355711,148.712875,3823892,1569.680054
36,202.687881,1446320,196.274429,1916150,1177.683838,390957,179.097275,2316501,262.995239,2525172,229.003006,857325,549.029358,547169,275.340027,1514937,255.626785,1532052,53.173004,5517974,214.475052,1105791,99.588295,507072,490.310455,503183,132.695724,4122003,356.570282,1105563,273.645416,617744,147.750183,3438145,77.500702,2643902,86.646873,4561293,138.296082,960922,105.128738,4364084,142.129395,976177,164.203094,1965298,45.83345,4408949,175.06012,3451583,332.823364,1463101,94.972282,2322047,34.737682,14426694,149.041901,6950515,1575.119995
37,202.488678,1040985,196.666779,1447104,1180.17688,229477,179.637451,2609373,263.070251,1535023,229.51178,778102,547.832825,440416,274.296356,1789114,256.194397,792610,52.95961,9655970,214.37973,1408932,100.27108,680000,488.215118,330213,130.03244,6694194,355.50354,1279762,275.21524,699414,148.873962,2668389,77.462219,1929714,85.856308,5838822,138.441971,757019,104.002678,4889647,143.045517,1036135,163.271164,1542572,46.12508,3536261,174.723602,2646834,337.113586,944252,95.37748,2481953,35.058983,11560362,150.263947,4799217,1573.880005
38,202.787491,686869,196.372513,725684,1190.148682,185850,180.030334,2082782,261.66156,1243918,228.349548,673114,548.231628,325868,275.529785,1180966,260.167877,976667,54.25935,8763981,215.714249,1123545,101.344017,1218539,489.911346,251225,129.882401,5676902,356.667206,1014649,275.400055,788183,147.896774,2116679,80.213608,4351030,85.610344,3767327,138.733734,827653,104.047722,2818946,145.57576,1824355,163.038193,908082,45.889893,2892410,174.891861,2178606,338.066956,506722,95.666916,1466958,35.563896,13172539,148.289871,4822048,1577.109985
39,202.389069,718882,198.040009,996153,1194.635986,130848,181.208923,1879780,263.588531,1262498,230.456528,379337,553.715942,281935,283.215027,1845606,257.51889,838324,54.938324,10469122,219.431808,843633,101.782951,797459,488.913574,335790,130.370041,4297184,362.000732,1153201,279.001678,584426,148.629669,1964771,80.579185,2432736,85.873878,4030950,139.463135,815005,103.642342,2830672,144.790497,1320161,164.34288,1589351,46.40731,2674392,176.153702,1823631,343.215179,643038,96.814995,1696668,36.105526,11985361,146.973846,6659760,1586.959961
40,203.683884,842530,197.647659,728761,1204.109375,302420,181.945541,1899192,263.292358,1342326,230.093384,858440,554.214539,278411,283.404785,1569977,258.086548,684131,54.977119,7722594,216.190872,1023623,101.636627,974852,490.709564,429535,130.370041,5234373,362.679565,934035,281.125885,856776,150.339737,2671913,80.001968,2516126,86.717155,6471097,139.220001,855721,102.561325,4169592,144.310623,998669,164.389465,1372409,46.7742,2905143,175.901337,2009288,337.780914,674448,95.531845,1825051,35.977001,8452717,147.960846,4366962,1588.22998
41,201.791473,759313,196.470612,833186,1196.630493,472490,182.534851,3195743,263.218323,1690753,229.657425,935346,552.120544,648462,279.799377,1655501,258.748779,891553,54.084759,10319362,217.334717,997161,102.026794,1768652,485.620911,674895,128.869583,5822626,363.746277,1063113,280.848694,657544,150.974899,3536601,79.367027,3026051,86.014427,6358168,138.976868,991255,102.876617,3789376,144.528748,1599793,162.572235,2031757,46.764793,3797226,175.817215,2421386,337.113586,1119118,95.010872,3463871,36.105526,20278880,147.537842,6393075,1583.390015
42,198.803452,870371,192.547073,849009,1166.714722,331150,180.275864,2667032,256.101685,2609437,223.988983,1021205,546.337097,272960,274.580994,1802845,251.747894,1095033,52.610428,9932811,212.854584,1115687,101.246475,1014495,475.443512,661458,126.506378,6077038,355.988403,1245651,274.476044,952783,147.799057,4477057,77.827789,2901093,85.487373,5087642,137.080399,1059325,103.236954,3014127,142.783768,1442368,158.844589,1511795,46.435532,4279882,174.723602,2469084,336.636871,748968,92.869072,2609751,35.710781,12092319,146.597809,5292071,1560.560059
43,195.815414,1297594,185.19046,2116891,1181.672607,729854,175.512375,2838494,248.318695,3101715,216.575729,1646820,547.43396,876550,267.844574,1634458,242.098038,1680376,52.164246,10456315,208.6604,1530190,99.539528,845593,467.561035,696987,123.711807,6790648,349.879089,1494149,268.011963,807336,141.398499,5561168,76.711838,2954978,83.730537,6856337,135.621582,1328115,100.399292,4388066,140.558899,1668402,153.905441,2851676,45.127888,5654272,171.274582,3328241,337.876251,779135,91.171074,2266446,35.738319,19843505,140.769638,10053490,1526.459961
44,198.156036,828639,186.759872,2764933,1221.061646,444110,179.19548,2172068,254.322769,2781533,221.662567,1094336,555.21167,598326,267.08551,1775381,246.733749,1157261,53.890774,9170641,214.189087,1359202,99.685829,919819,478.237274,454688,125.681145,5529586,352.400391,1092295,273.922607,793804,142.766556,4134331,77.885506,4727473,84.046768,6177972,136.837265,1364977,100.939804,3686488,142.652893,1279933,154.464584,2968877,44.629288,3552238,173.125275,2218601,340.927063,1265535,92.290215,1829318,36.206505,13231669,141.709656,5216457,1547.939941
45,199.102234,731104,187.10318,1632550,1229.537842,339503,180.521408,3729770,256.47287,2330748,223.624878,929097,553.616211,593696,271.829498,1570527,248.436676,895619,54.084759,8525500,217.811325,1435391,99.685829,1194674,484.822662,561855,127.312866,5814026,355.891449,1252719,277.801453,1018564,144.036896,4368616,79.463234,4804451,84.415703,4914833,137.177658,1689376,101.660477,2719249,143.438126,1364857,154.977158,3435793,44.629288,4061157,175.396591,2958268,342.26178,870873,93.332161,1585402,36.674694,14380090,141.709656,5442427,1559.939941
46,197.558441,1554038,188.329285,2164851,1243.498413,402549,180.766953,3013318,254.248734,2806631,222.026688,1008620,551.921143,307247,271.734589,1479550,248.436676,1156073,53.851971,11106213,216.762772,1138362,99.880913,1801232,484.124237,415555,128.663269,6443195,358.41275,1092039,279.740906,1118867,143.010864,4304397,79.790321,2972104,85.381966,6066385,138.490585,818271,103.236954,4282674,142.08577,1713790,154.837357,3315238,47.018795,8193460,177.079056,3379119,341.403778,844595,94.586372,2407259,36.536991,15749658,140.346619,7118893,1564.189941
47,199.799454,991408,191.222885,1540362,1236.019531,240242,182.191086,2783248,260.549988,2217047,227.331985,685436,557.903992,240302,271.165314,1382484,252.883163,1238261,54.918922,8329116,222.10083,1180643,106.074707,2413718,493.702911,527073,128.45697,6217981,364.425049,1188667,278.909302,668615,145.795822,3793073,81.772087,2753845,86.559036,6153610,140.143936,869052,104.678307,4518088,146.535492,1498217,158.052475,2578554,46.134491,5676935,176.994919,3434624,348.840057,661574,96.419441,2846097,36.536991,17567561,142.555664,4629447,1585.530029
48,200.795471,1024454,193.429871,1964883,1238.014038,177191,182.878601,2490045,263.959717,2784448,230.965302,973979,553.217407,220532,273.632202,1076667,255.910583,854336,55.229305,5725129,221.052277,1229706,108.171814,2135860,496.396942,270430,127.725502,5238514,363.746277,1100206,278.539673,588084,147.115021,2488772,82.580193,7361461,86.137398,7075827,140.33844,1142490,104.498138,4855877,148.629486,1697108,158.93779,1437807,44.742176,7770349,177.079056,2936640,347.314667,696747,96.718513,2357548,36.582893,9698271,143.824722,4655984,1589.619995
49,200.795471,731500,193.626038,1302863,1238.014038,183686,182.927704,2470129,265.590546,2304465,232.418839,714944,556.308594,249728,274.296356,971118,256.478241,627213,55.03532,8933784,220.194397,1211389,104.416527,1988938,496.596527,239821,128.231918,6758074,364.522034,977679,278.909302,528914,146.528717,3018669,83.23436,2044645,86.488762,3719450,140.532944,1203782,105.038651,3106268,149.283859,1234732,158.332031,1173304,44.676323,3380479,177.836166,1969368,351.318878,1178401,97.152664,1375192,36.738956,8294483,143.119705,4345716,1593.829956
50,198.604233,740868,191.320984,764770,1228.540649,120768,180.472305,2768664,262.625031,2504719,229.148651,629677,555.909729,269512,273.252686,1452139,257.045868,803467,54.414543,7856161,216.762772,1019911,104.709145,1277068,495.598724,411317,126.487633,6194877,362.679565,1256417,275.769653,596402,145.551529,3203216,81.194878,4762529,85.136002,5479735,138.976868,702324,104.408058,3767927,147.364349,1952236,157.912674,1641057,45.588852,4621574,175.817215,3235809,348.935394,963524,96.814995,2120784,36.307487,10032429,142.414688,5023568,1578.150024
51,196.711823,1565263,191.419052,1148728,1233.526611,298135,181.110703,2720363,265.071289,2431504,231.910049,901705,551.123352,320394,281.032806,2450895,254.491486,1174800,54.239952,8060240,219.145844,1476682,104.952988,868290,491.308228,545061,127.856781,8007522,364.328125,1247192,278.909302,707676,146.77301,3314245,81.983734,2914493,85.786041,6656579,139.560394,1007689,104.498138,4351073,147.233505,1041259,160.009476,2114977,45.353664,3327087,177.499664,3542836,349.888794,949849,96.168594,1855616,36.371742,10607290,142.649689,4769124,1585.310059
52,197.658035,1597908,194.067444,2750273,1221.560303,294532,181.0616,2355876,269.592621,2456075,236.41626,869789,554.31427,238168,279.230072,1653553,257.991913,1163835,54.569736,11360845,217.620697,1304951,105.684547,801012,491.507813,426501,123.618034,17194424,369.758575,2297296,281.495483,957396,150.38858,3534827,82.002968,2863572,85.856308,6536654,139.852173,981252,103.867554,3929655,149.501984,1756847,162.432449,1302316,45.720558,3744823,176.826691,2724522,352.748901,875591,95.223114,2184975,36.491089,10469238,145.046768,5954470,1592.280029
53,197.907028,1123499,192.056641,1357554,1218.07019,201686,178.016891,3882733,267.665619,2636167,234.672424,1601249,560.995117,233632,281.222565,1637288,257.424316,1290880,54.10416,12242969,214.761017,1713383,104.514069,1015921,488.514465,655079,123.111633,11945524,369.176788,2422639,282.510925,963029,149.020538,3362019,83.657654,4007510,86.559036,8509109,139.317261,1384548,103.597298,5200480,149.850967,1686045,162.199478,1873696,45.353664,3883156,177.163193,3564287,348.74472,1608591,95.454666,2834182,36.417645,14288402,143.119705,8619655,1573.47998
54,194.520599,983640,190.143921,1791222,1209.593994,275714,177.034729,1616085,263.218323,1896189,229.730255,501934,561.693176,375872,274.580994,1573057,255.153748,829914,53.153603,13047506,213.045227,878899,103.148506,686077,484.223969,307867,121.123543,5912399,360.643097,1498347,280.109528,606236,145.69812,2819323,82.483986,2355128,84.608955,4790854,137.129028,856290,101.61544,4092137,148.149597,1378903,157.539902,2409128,44.074238,3910886,173.041153,3912924,345.312622,1230550,94.489891,1805160,36.169788,11496779,140.48761,3668819,1547.410034
55,196.164017,835896,192.645157,699465,1217.072876,200814,176.445435,2631647,266.554047,2026471,232.418839,884709,567.17749,130390,273.537323,1086152,257.329681,803014,52.726822,6303027,212.091995,1111636,101.344017,1098947,485.221771,286872,120.317047,5696325,362.097687,1022168,281.033508,422299,147.554764,3405688,82.17614,2924254,83.958931,5354769,137.274902,832419,100.669548,4583197,147.756989,809949,163.131393,2687544,44.83625,3556238,173.461761,3477513,344.835907,653000,94.451302,1052654,35.609798,10609865,142.837692,3760992,1551.969971
56,196.064423,520526,192.498032,933040,1236.019531,129761,174.824875,1874857,266.256897,1581359,231.619736,711389,568.97229,132543,277.23764,1093373,255.248337,864770,53.173004,5995545,210.852814,918868,94.301636,7421698,489.61203,282940,120.448341,4518542,361.903809,842891,279.094086,767041,148.825104,3231708,82.272339,1991881,83.291336,5868675,137.177658,628226,99.678619,4398635,147.538864,987341,162.106277,1464017,45.607666,3726962,172.368164,2835152,344.835907,920509,94.354828,1239840,35.683235,7216426,142.555664,3507385,1549.699951
57,192.379181,862432,189.310165,1066365,1219.565918,229619,172.025696,2357878,260.326874,2209593,227.259171,826936,566.579163,264318,270.50119,1182551,250.801834,1128179,52.106052,8385212,208.755722,1260901,91.277893,3136422,481.829315,608149,118.872864,7271894,355.115692,1276987,272.167023,838178,145.844681,3148287,81.252602,2324060,81.060158,9093651,134.600403,923934,94.569084,7882398,145.924744,1763803,160.335648,2511490,44.469357,5462869,167.194611,6013409,344.931213,686758,93.312866,1657460,35.279312,10318054,139.218582,5471884,1515.839966
58,191.83139,843151,189.408264,1175907,1207.599609,192911,171.092651,2723617,258.547943,2270307,226.095947,724260,565.681763,152354,271.165314,1351915,252.410141,818816,52.319439,7171399,209.994904,970017,90.907242,2242636,479.235077,443428,121.19857,7119277,351.915527,1480960,268.10437,1205268,145.453812,4231652,82.734116,3702777,81.499367,7150718,135.232574,1109335,95.460167,5337043,145.35762,1495392,161.314163,2298857,42.907711,6940769,166.924576,6160803,345.693939,753514,93.833847,1512396,35.683235,9640273,139.265579,5404753,1513.180054
