,ABB.ST.csv_Date,ABB.ST.csv_Close,ABB.ST.csv_AdjClose,ABB.ST.csv_Volume,ALFA.ST.csv_Date,ALFA.ST.csv_Close,ALFA.ST.csv_AdjClose,ALFA.ST.csv_Volume,ALIV-SDB.ST.csv_Date,ALIV-SDB.ST.csv_Close,ALIV-SDB.ST.csv_AdjClose,ALIV-SDB.ST.csv_Volume,ASSA-B.ST.csv_Date,ASSA-B.ST.csv_Close,ASSA-B.ST.csv_AdjClose,ASSA-B.ST.csv_Volume,ATCO-A.ST.csv_Date,ATCO-A.ST.csv_Close,ATCO-A.ST.csv_AdjClose,ATCO-A.ST.csv_Volume,ATCO-B.ST.csv_Date,ATCO-B.ST.csv_Close,ATCO-B.ST.csv_AdjClose,ATCO-B.ST.csv_Volume,AZN.ST.csv_Date,AZN.ST.csv_Close,AZN.ST.csv_AdjClose,AZN.ST.csv_Volume,BOL.ST.csv_Date,BOL.ST.csv_Close,BOL.ST.csv_AdjClose,BOL.ST.csv_Volume,ELUX-B.ST.csv_Date,ELUX-B.ST.csv_Close,ELUX-B.ST.csv_AdjClose,ELUX-B.ST.csv_Volume,ERIC-B.ST.csv_Date,ERIC-B.ST.csv_Close,ERIC-B.ST.csv_AdjClose,ERIC-B.ST.csv_Volume,ESSITY-B.ST.csv_Date,ESSITY-B.ST.csv_Close,ESSITY-B.ST.csv_AdjClose,ESSITY-B.ST.csv_Volume,GETI-B.ST.csv_Date,GETI-B.ST.csv_Close,GETI-B.ST.csv_AdjClose,GETI-B.ST.csv_Volume,HEXA-B.ST.csv_Date,HEXA-B.ST.csv_Close,HEXA-B.ST.csv_AdjClose,HEXA-B.ST.csv_Volume,HM-B.ST.csv_Date,HM-B.ST.csv_Close,HM-B.ST.csv_AdjClose,HM-B.ST.csv_Volume,INVE-B.ST.csv_Date,INVE-B.ST.csv_Close,INVE-B.ST.csv_AdjClose,INVE-B.ST.csv_Volume,KINV-B.ST.csv_Date,KINV-B.ST.csv_Close,KINV-B.ST.csv_AdjClose,KINV-B.ST.csv_Volume,SAND.ST.csv_Date,SAND.ST.csv_Close,SAND.ST.csv_AdjClose,SAND.ST.csv_Volume,SCA-B.ST.csv_Date,SCA-B.ST.csv_Close,SCA-B.ST.csv_AdjClose,SCA-B.ST.csv_Volume,SEB-A.ST.csv_Date,SEB-A.ST.csv_Close,SEB-A.ST.csv_AdjClose,SEB-A.ST.csv_Volume,SECU-B.ST.csv_Date,SECU-B.ST.csv_Close,SECU-B.ST.csv_AdjClose,SECU-B.ST.csv_Volume,SHB-A.ST.csv_Date,SHB-A.ST.csv_Close,SHB-A.ST.csv_AdjClose,SHB-A.ST.csv_Volume,SKA-B.ST.csv_Date,SKA-B.ST.csv_Close,SKA-B.ST.csv_AdjClose,SKA-B.ST.csv_Volume,SKF-B.ST.csv_Date,SKF-B.ST.csv_Close,SKF-B.ST.csv_AdjClose,SKF-B.ST.csv_Volume,SSAB-A.ST.csv_Date,SSAB-A.ST.csv_Close,SSAB-A.ST.csv_AdjClose,SSAB-A.ST.csv_Volume,SWED-A.ST.csv_Date,SWED-A.ST.csv_Close,SWED-A.ST.csv_AdjClose,SWED-A.ST.csv_Volume,SWMA.ST.csv_Date,SWMA.ST.csv_Close,SWMA.ST.csv_AdjClose,SWMA.ST.csv_Volume,TEL2-B.ST.csv_Date,TEL2-B.ST.csv_Close,TEL2-B.ST.csv_AdjClose,TEL2-B.ST.csv_Volume,TELIA.ST.csv_Date,TELIA.ST.csv_Close,TELIA.ST.csv_AdjClose,TELIA.ST.csv_Volume,VOLV-B.ST.csv_Date,VOLV-B.ST.csv_Close,VOLV-B.ST.csv_AdjClose,VOLV-B.ST.csv_Volume
47,2018-03-08,200.600006,199.799454,991408,2018-03-08,194.949997,191.22288500000002,1540362,2018-03-08,1239.5,1236.0195310000001,240242,2018-03-08,185.5,182.191086,2783248,2018-03-08,267.446014,260.549988,2217047,2018-03-08,234.132004,227.331985,685436,2018-03-08,559.5,557.903992,240302,2018-03-08,285.799988,271.165314,1382484,2018-03-08,267.299988,252.883163,1238261,2018-03-08,56.619999,54.918921999999995,8329116,2018-03-08,233.0,222.10082999999997,1180643,2018-03-08,108.75,106.074707,2413718,2018-03-08,494.799988,493.70291100000003,527073,2018-03-08,136.979996,128.45696999999998,6217981,2018-03-08,375.799988,364.425049,1188667,2018-03-08,286.759003,278.909302,668615,2018-03-08,149.199997,145.795822,3793073,2018-03-08,85.0,81.772087,2753845,2018-03-08,98.540001,86.55903599999999,6153610,2018-03-08,144.100006,140.143936,869052,2018-03-08,116.199997,104.67830699999999,4518088,2018-03-08,167.949997,146.535492,1498217,2018-03-08,169.600006,158.052475,2578554,2018-03-08,49.040001000000004,46.134491,5676935,2018-03-08,210.399994,176.99491899999998,3434624,2018-03-08,365.899994,348.840057,661574,2018-03-08,99.940002,96.419441,2846097,2018-03-08,39.799999,36.536991,17567561,2018-03-08,151.649994,142.55566399999998,4629447
48,2018-03-09,201.600006,200.795471,1024454,2018-03-09,197.199997,193.429871,1964883,2018-03-09,1241.5,1238.014038,177191,2018-03-09,186.199997,182.878601,2490045,2018-03-09,270.946014,263.959717,2784448,2018-03-09,237.873993,230.965302,973979,2018-03-09,554.799988,553.217407,220532,2018-03-09,288.399994,273.632202,1076667,2018-03-09,270.5,255.910583,854336,2018-03-09,56.939999,55.229305000000004,5725129,2018-03-09,231.899994,221.052277,1229706,2018-03-09,110.900002,108.17181399999998,2135860,2018-03-09,497.5,496.39694199999997,270430,2018-03-09,136.199997,127.725502,5238514,2018-03-09,375.100006,363.746277,1100206,2018-03-09,286.378998,278.539673,588084,2018-03-09,150.550003,147.11502099999998,2488772,2018-03-09,85.839996,82.58019300000001,7361461,2018-03-09,98.059998,86.137398,7075827,2018-03-09,144.300003,140.33844,1142490,2018-03-09,116.0,104.498138,4855877,2018-03-09,170.350006,148.629486,1697108,2018-03-09,170.550003,158.93778999999998,1437807,2018-03-09,47.560001,44.742176,7770349,2018-03-09,210.5,177.079056,2936640,2018-03-09,364.299988,347.314667,696747,2018-03-09,100.25,96.718513,2357548,2018-03-09,39.849998,36.582893,9698271,2018-03-09,153.0,143.824722,4655984
49,2018-03-12,201.600006,200.795471,731500,2018-03-12,197.399994,193.626038,1302863,2018-03-12,1241.5,1238.014038,183686,2018-03-12,186.25,182.927704,2470129,2018-03-12,272.619995,265.590546,2304465,2018-03-12,239.371002,232.41883900000002,714944,2018-03-12,557.900024,556.3085940000001,249728,2018-03-12,289.100006,274.296356,971118,2018-03-12,271.100006,256.478241,627213,2018-03-12,56.740002000000004,55.03532,8933784,2018-03-12,231.0,220.194397,1211389,2018-03-12,107.050003,104.416527,1988938,2018-03-12,497.700012,496.596527,239821,2018-03-12,136.740005,128.231918,6758074,2018-03-12,375.899994,364.52203399999996,977679,2018-03-12,286.759003,278.909302,528914,2018-03-12,149.949997,146.528717,3018669,2018-03-12,86.519997,83.23436,2044645,2018-03-12,98.459999,86.488762,3719450,2018-03-12,144.5,140.532944,1203782,2018-03-12,116.599998,105.038651,3106268,2018-03-12,171.100006,149.283859,1234732,2018-03-12,169.899994,158.332031,1173304,2018-03-12,47.490002000000004,44.676323,3380479,2018-03-12,211.399994,177.836166,1969368,2018-03-12,368.5,351.318878,1178401,2018-03-12,100.699997,97.152664,1375192,2018-03-12,40.02,36.738956,8294483,2018-03-12,152.25,143.119705,4345716
50,2018-03-13,199.399994,198.604233,740868,2018-03-13,195.050003,191.320984,764770,2018-03-13,1232.0,1228.540649,120768,2018-03-13,183.75,180.472305,2768664,2018-03-13,269.575989,262.625031,2504719,2018-03-13,236.003006,229.14865099999997,629677,2018-03-13,557.5,555.909729,269512,2018-03-13,288.0,273.252686,1452139,2018-03-13,271.700012,257.04586800000004,803467,2018-03-13,56.099998,54.414543,7856161,2018-03-13,227.399994,216.762772,1019911,2018-03-13,107.349998,104.70914499999999,1277068,2018-03-13,496.700012,495.598724,411317,2018-03-13,134.880005,126.487633,6194877,2018-03-13,374.0,362.67956499999997,1256417,2018-03-13,283.531006,275.769653,596402,2018-03-13,148.949997,145.55152900000002,3203216,2018-03-13,84.400002,81.194878,4762529,2018-03-13,96.91999799999999,85.136002,5479735,2018-03-13,142.899994,138.976868,702324,2018-03-13,115.900002,104.408058,3767927,2018-03-13,168.899994,147.364349,1952236,2018-03-13,169.449997,157.912674,1641057,2018-03-13,48.459998999999996,45.588852,4621574,2018-03-13,209.0,175.817215,3235809,2018-03-13,366.0,348.935394,963524,2018-03-13,100.349998,96.814995,2120784,2018-03-13,39.549999,36.307487,10032429,2018-03-13,151.5,142.41468799999998,5023568
51,2018-03-14,197.5,196.711823,1565263,2018-03-14,195.149994,191.419052,1148728,2018-03-14,1237.0,1233.526611,298135,2018-03-14,184.399994,181.110703,2720363,2018-03-14,272.08700600000003,265.07128900000004,2431504,2018-03-14,238.847,231.91004900000001,901705,2018-03-14,552.700012,551.123352,320394,2018-03-14,296.200012,281.032806,2450895,2018-03-14,269.0,254.49148599999998,1174800,2018-03-14,55.919998,54.239952,8060240,2018-03-14,229.899994,219.14584399999998,1476682,2018-03-14,107.599998,104.95298799999999,868290,2018-03-14,492.39999400000005,491.30822800000004,545061,2018-03-14,136.33999599999999,127.85678100000001,8007522,2018-03-14,375.700012,364.328125,1247192,2018-03-14,286.759003,278.909302,707676,2018-03-14,150.199997,146.77301,3314245,2018-03-14,85.220001,81.983734,2914493,2018-03-14,97.660004,85.786041,6656579,2018-03-14,143.5,139.560394,1007689,2018-03-14,116.0,104.498138,4351073,2018-03-14,168.75,147.233505,1041259,2018-03-14,171.699997,160.009476,2114977,2018-03-14,48.209998999999996,45.353664,3327087,2018-03-14,211.0,177.499664,3542836,2018-03-14,367.0,349.888794,949849,2018-03-14,99.68,96.168594,1855616,2018-03-14,39.619999,36.371742,10607290,2018-03-14,151.75,142.649689,4769124
52,2018-03-15,198.449997,197.658035,1597908,2018-03-15,197.850006,194.067444,2750273,2018-03-15,1225.0,1221.560303,294532,2018-03-15,184.350006,181.0616,2355876,2018-03-15,276.727997,269.592621,2456075,2018-03-15,243.48800699999998,236.41626000000002,869789,2018-03-15,555.900024,554.31427,238168,2018-03-15,294.299988,279.230072,1653553,2018-03-15,272.700012,257.991913,1163835,2018-03-15,56.259997999999996,54.569736,11360845,2018-03-15,228.30000299999998,217.620697,1304951,2018-03-15,108.349998,105.684547,801012,2018-03-15,492.60000599999995,491.507813,426501,2018-03-15,131.820007,123.61803400000001,17194424,2018-03-15,381.299988,369.758575,2297296,2018-03-15,289.417999,281.49548300000004,957396,2018-03-15,153.899994,150.38858000000002,3534827,2018-03-15,85.239998,82.00296800000001,2863572,2018-03-15,97.739998,85.856308,6536654,2018-03-15,143.800003,139.852173,981252,2018-03-15,115.300003,103.867554,3929655,2018-03-15,171.350006,149.50198400000002,1756847,2018-03-15,174.300003,162.432449,1302316,2018-03-15,48.599998,45.720558000000004,3744823,2018-03-15,210.19999700000002,176.82669099999998,2724522,2018-03-15,370.0,352.748901,875591,2018-03-15,98.699997,95.223114,2184975,2018-03-15,39.75,36.491089,10469238,2018-03-15,154.300003,145.046768,5954470
53,2018-03-16,198.699997,197.907028,1123499,2018-03-16,195.800003,192.05664099999998,1357554,2018-03-16,1221.5,1218.0701900000001,201686,2018-03-16,181.25,178.016891,3882733,2018-03-16,274.75,267.665619,2636167,2018-03-16,241.69200099999998,234.67242400000003,1601249,2018-03-16,562.599976,560.9951169999999,233632,2018-03-16,296.399994,281.222565,1637288,2018-03-16,272.100006,257.42431600000003,1290880,2018-03-16,55.779999,54.10416,12242969,2018-03-16,225.30000299999998,214.76101699999998,1713383,2018-03-16,107.150002,104.51406899999999,1015921,2018-03-16,489.60000599999995,488.51446500000003,655079,2018-03-16,131.279999,123.11163300000001,11945524,2018-03-16,380.700012,369.176788,2422639,2018-03-16,290.46200600000003,282.510925,963029,2018-03-16,152.5,149.020538,3362019,2018-03-16,86.959999,83.65765400000001,4007510,2018-03-16,98.540001,86.55903599999999,8509109,2018-03-16,143.25,139.317261,1384548,2018-03-16,115.0,103.597298,5200480,2018-03-16,171.75,149.850967,1686045,2018-03-16,174.050003,162.199478,1873696,2018-03-16,48.209998999999996,45.353664,3883156,2018-03-16,210.600006,177.163193,3564287,2018-03-16,365.799988,348.74472000000003,1608591,2018-03-16,98.940002,95.454666,2834182,2018-03-16,39.669998,36.417645,14288402,2018-03-16,152.25,143.119705,8619655
54,2018-03-19,195.300003,194.520599,983640,2018-03-19,193.850006,190.143921,1791222,2018-03-19,1213.0,1209.5939939999998,275714,2018-03-19,180.25,177.034729,1616085,2018-03-19,270.184998,263.218323,1896189,2018-03-19,236.602005,229.73025499999997,501934,2018-03-19,563.299988,561.693176,375872,2018-03-19,289.399994,274.580994,1573057,2018-03-19,269.700012,255.153748,829914,2018-03-19,54.799999,53.153603000000004,13047506,2018-03-19,223.5,213.045227,878899,2018-03-19,105.75,103.14850600000001,686077,2018-03-19,485.299988,484.22396900000007,307867,2018-03-19,129.16000400000001,121.123543,5912399,2018-03-19,371.899994,360.643097,1498347,2018-03-19,287.99301099999997,280.10952799999995,606236,2018-03-19,149.100006,145.69812,2819323,2018-03-19,85.739998,82.483986,2355128,2018-03-19,96.32,84.60895500000001,4790854,2018-03-19,141.0,137.129028,856290,2018-03-19,112.800003,101.61544,4092137,2018-03-19,169.800003,148.149597,1378903,2018-03-19,169.050003,157.539902,2409128,2018-03-19,46.849998,44.074238,3910886,2018-03-19,205.699997,173.041153,3912924,2018-03-19,362.200012,345.31262200000003,1230550,2018-03-19,97.940002,94.489891,1805160,2018-03-19,39.400002,36.169788,11496779,2018-03-19,149.449997,140.48761000000002,3668819
55,2018-03-20,196.949997,196.164017,835896,2018-03-20,196.399994,192.645157,699465,2018-03-20,1220.5,1217.072876,200814,2018-03-20,179.649994,176.445435,2631647,2018-03-20,273.60900899999996,266.554047,2026471,2018-03-20,239.371002,232.41883900000002,884709,2018-03-20,568.799988,567.17749,130390,2018-03-20,288.299988,273.537323,1086152,2018-03-20,272.0,257.329681,803014,2018-03-20,54.360001000000004,52.726822,6303027,2018-03-20,222.5,212.09199500000003,1111636,2018-03-20,103.900002,101.34401700000001,1098947,2018-03-20,486.299988,485.221771,286872,2018-03-20,128.300003,120.317047,5696325,2018-03-20,373.399994,362.097687,1022168,2018-03-20,288.942993,281.033508,422299,2018-03-20,151.0,147.55476399999998,3405688,2018-03-20,85.41999799999999,82.17614,2924254,2018-03-20,95.58000200000001,83.958931,5354769,2018-03-20,141.149994,137.274902,832419,2018-03-20,111.75,100.66954799999999,4583197,2018-03-20,169.350006,147.75698899999998,809949,2018-03-20,175.050003,163.131393,2687544,2018-03-20,47.66,44.83625,3556238,2018-03-20,206.199997,173.46176100000002,3477513,2018-03-20,361.700012,344.83590699999996,653000,2018-03-20,97.900002,94.451302,1052654,2018-03-20,38.790001000000004,35.609798,10609865,2018-03-20,151.949997,142.837692,3760992
56,2018-03-21,196.850006,196.064423,520526,2018-03-21,196.25,192.498032,933040,2018-03-21,1239.5,1236.0195310000001,129761,2018-03-21,178.0,174.824875,1874857,2018-03-21,273.303986,266.25689700000004,1581359,2018-03-21,238.548004,231.619736,711389,2018-03-21,570.599976,568.97229,132543,2018-03-21,292.200012,277.23764,1093373,2018-03-21,269.799988,255.24833700000002,864770,2018-03-21,54.82,53.173004000000006,5995545,2018-03-21,221.19999700000002,210.85281400000002,918868,2018-03-21,96.68,94.301636,7421698,2018-03-21,490.700012,489.61203,282940,2018-03-21,128.440002,120.44834099999999,4518542,2018-03-21,373.200012,361.90380899999997,842891,2018-03-21,286.949005,279.094086,767041,2018-03-21,152.300003,148.825104,3231708,2018-03-21,85.519997,82.272339,1991881,2018-03-21,94.82,83.291336,5868675,2018-03-21,141.050003,137.177658,628226,2018-03-21,110.650002,99.678619,4398635,2018-03-21,169.100006,147.538864,987341,2018-03-21,173.949997,162.106277,1464017,2018-03-21,48.48,45.607665999999995,3726962,2018-03-21,204.899994,172.36816399999998,2835152,2018-03-21,361.700012,344.83590699999996,920509,2018-03-21,97.800003,94.354828,1239840,2018-03-21,38.869999,35.683234999999996,7216426,2018-03-21,151.649994,142.55566399999998,3507385
57,2018-03-22,193.149994,192.37918100000002,862432,2018-03-22,193.0,189.31016499999998,1066365,2018-03-22,1223.0,1219.565918,229619,2018-03-22,175.149994,172.02569599999998,2357878,2018-03-22,267.21701,260.32687400000003,2209593,2018-03-22,234.05700699999997,227.259171,826936,2018-03-22,568.200012,566.579163,264318,2018-03-22,285.100006,270.50119,1182551,2018-03-22,265.100006,250.80183399999999,1128179,2018-03-22,53.720001,52.106052000000005,8385212,2018-03-22,219.0,208.755722,1260901,2018-03-22,93.58000200000001,91.277893,3136422,2018-03-22,482.89999400000005,481.82931500000007,608149,2018-03-22,126.760002,118.87286399999999,7271894,2018-03-22,366.200012,355.11569199999997,1276987,2018-03-22,279.826996,272.167023,838178,2018-03-22,149.25,145.844681,3148287,2018-03-22,84.459999,81.252602,2324060,2018-03-22,92.279999,81.060158,9093651,2018-03-22,138.399994,134.600403,923934,2018-03-22,99.760002,94.569084,7882398,2018-03-22,167.25,145.924744,1763803,2018-03-22,172.050003,160.335648,2511490,2018-03-22,47.27,44.469357,5462869,2018-03-22,198.75,167.194611,6013409,2018-03-22,361.799988,344.931213,686758,2018-03-22,96.720001,93.312866,1657460,2018-03-22,38.43,35.279312,10318054,2018-03-22,148.100006,139.218582,5471884
58,2018-03-23,192.600006,191.83139,843151,2018-03-23,193.100006,189.408264,1175907,2018-03-23,1211.0,1207.5996089999999,192911,2018-03-23,174.199997,171.092651,2723617,2018-03-23,265.39099100000004,258.54794300000003,2270307,2018-03-23,232.858994,226.09594700000002,724260,2018-03-23,567.299988,565.6817629999999,152354,2018-03-23,285.799988,271.165314,1351915,2018-03-23,266.799988,252.410141,818816,2018-03-23,53.939999,52.319439,7171399,2018-03-23,220.30000299999998,209.994904,970017,2018-03-23,93.199997,90.90724200000001,2242636,2018-03-23,480.299988,479.23507699999993,443428,2018-03-23,129.240005,121.19856999999999,7119277,2018-03-23,362.899994,351.915527,1480960,2018-03-23,275.649994,268.10437,1205268,2018-03-23,148.850006,145.453812,4231652,2018-03-23,86.0,82.734116,3702777,2018-03-23,92.779999,81.499367,7150718,2018-03-23,139.050003,135.232574,1109335,2018-03-23,100.699997,95.460167,5337043,2018-03-23,166.600006,145.35762,1495392,2018-03-23,173.100006,161.31416299999998,2298857,2018-03-23,45.610001000000004,42.907711,6940769,2018-03-23,185.449997,166.924576,6160803,2018-03-23,362.600006,345.693939,753514,2018-03-23,97.260002,93.83384699999999,1512396,2018-03-23,38.869999,35.683234999999996,9640273,2018-03-23,148.149994,139.265579,5404753
59,2018-03-26,189.800003,189.04255700000002,686011,2018-03-26,190.949997,187.299362,1441190,2018-03-26,1208.0,1204.608032,125640,2018-03-26,171.550003,168.48992900000002,1960399,2018-03-26,262.880005,256.10168500000003,2447258,2018-03-26,231.587006,224.860916,1118232,2018-03-26,563.299988,561.693176,271962,2018-03-26,284.299988,269.742126,1130409,2018-03-26,260.5,246.44993599999998,1270158,2018-03-26,52.380001,50.806309000000006,9503964,2018-03-26,219.600006,209.327667,983708,2018-03-26,92.599998,90.322006,1201081,2018-03-26,477.799988,476.74063099999995,342127,2018-03-26,127.360001,119.43553899999999,7286193,2018-03-26,360.799988,349.879089,1213414,2018-03-26,275.93399,268.380585,718653,2018-03-26,146.5,143.157425,2967394,2018-03-26,84.68,82.91035500000001,2819049,2018-03-26,92.099998,80.902039,7624648,2018-03-26,137.600006,133.822388,916345,2018-03-26,99.58000200000001,94.398445,4854430,2018-03-26,165.800003,144.65962199999998,1435214,2018-03-26,170.399994,158.797974,2227593,2018-03-26,45.439999,42.74778,3474504,2018-03-26,184.550003,166.11448700000003,4774020,2018-03-26,362.399994,345.503265,875250,2018-03-26,95.5,92.135841,1871036,2018-03-26,38.240002000000004,35.104889,8260614,2018-03-26,145.899994,137.150513,4111978
60,2018-03-27,194.350006,193.574402,1154632,2018-03-27,194.449997,190.732437,1193124,2018-03-27,1230.0,1226.5463869999999,178660,2018-03-27,175.25,172.123917,2786550,2018-03-27,268.205994,261.290344,2578570,2018-03-27,237.798996,230.89248700000002,1654041,2018-03-27,572.5,570.866882,350833,2018-03-27,289.799988,274.96051,1403640,2018-03-27,262.200012,248.05827299999999,1060403,2018-03-27,53.700001,52.086655,7903730,2018-03-27,223.600006,213.14054900000002,1370339,2018-03-27,94.360001,92.03870400000001,1332679,2018-03-27,486.0,484.92245499999996,329194,2018-03-27,120.940002,113.414993,21693775,2018-03-27,364.600006,353.56408700000003,1474141,2018-03-27,281.25201400000003,273.55304,874259,2018-03-27,149.800003,146.382141,4226644,2018-03-27,85.860001,84.065697,4385937,2018-03-27,86.400002,80.948891,12580427,2018-03-27,139.350006,135.524338,901871,2018-03-27,100.099998,94.891388,4674328,2018-03-27,168.300003,146.840866,1312865,2018-03-27,175.850006,163.876923,3017589,2018-03-27,45.830002,43.114677,3280799,2018-03-27,184.399994,165.979462,4614956,2018-03-27,369.5,352.272217,782561,2018-03-27,97.860001,94.412712,2805448,2018-03-27,38.490002000000004,35.334393,12543344,2018-03-27,150.0,141.004623,5847623
61,2018-03-28,195.75,194.96881100000002,902811,2018-03-28,193.550003,189.849655,1761164,2018-03-28,1186.5,1183.168335,518584,2018-03-28,176.399994,173.253403,3020650,2018-03-28,266.075989,259.215271,2988841,2018-03-28,234.80499300000002,227.98542799999998,1884103,2018-03-28,587.299988,585.624634,463347,2018-03-28,287.0,272.303894,1424623,2018-03-28,257.700012,243.80096400000002,1433540,2018-03-28,53.959998999999996,52.338840000000005,9079950,2018-03-28,228.19999700000002,217.52536,1713231,2018-03-28,94.099998,91.785103,1803598,2018-03-28,488.0,486.91803,744322,2018-03-28,122.339996,114.72788200000001,12394707,2018-03-28,366.200012,355.11569199999997,1269588,2018-03-28,281.821014,274.106476,698262,2018-03-28,148.800003,145.404953,4167181,2018-03-28,87.639999,85.808495,2824896,2018-03-28,86.360001,80.911415,13015590,2018-03-28,140.899994,137.031769,1074336,2018-03-28,101.699997,96.40813399999999,5023765,2018-03-28,167.300003,145.968369,2040303,2018-03-28,168.800003,162.385818,2896621,2018-03-28,45.380001,42.691338,3619814,2018-03-28,186.350006,167.73466499999998,5930105,2018-03-28,373.299988,355.89505,784812,2018-03-28,99.059998,95.570435,2254874,2018-03-28,39.34,36.114703999999996,14716705,2018-03-28,149.0,140.064606,5502861
62,2018-03-29,197.600006,196.811432,572023,2018-03-29,197.149994,193.380814,1303524,2018-03-29,1203.0,1199.62207,119760,2018-03-29,180.350006,177.13295,1544634,2018-03-29,274.825989,267.73965499999997,1878186,2018-03-29,242.88900800000002,235.834656,600654,2018-03-29,585.299988,583.630371,129959,2018-03-29,292.5,277.522278,947218,2018-03-29,262.5,248.342056,719491,2018-03-29,52.919998,52.299309,5623962,2018-03-29,230.600006,219.81311000000002,812651,2018-03-29,94.940002,92.604439,887699,2018-03-29,496.0,494.90026900000004,400408,2018-03-29,125.18,117.391182,4578134,2018-03-29,369.200012,358.024872,530664,2018-03-29,285.23999,277.431854,567669,2018-03-29,152.449997,148.97166399999998,1650712,2018-03-29,88.91999799999999,87.061745,3410769,2018-03-29,87.440002,81.92327900000001,3685945,2018-03-29,141.75,137.858444,586948,2018-03-29,104.199997,98.778046,2636798,2018-03-29,170.649994,148.89122,936496,2018-03-29,170.5,164.02121,1312217,2018-03-29,47.0,44.215354999999995,2034094,2018-03-29,187.0,168.319733,2145170,2018-03-29,377.5,359.899231,469180,2018-03-29,100.150002,96.62204,1284079,2018-03-29,39.209998999999996,35.995360999999995,6339359,2018-03-29,152.25,143.119705,3265050
63,2018-04-03,195.449997,194.669998,1391705,2018-04-03,194.75,191.026703,1421155,2018-04-03,1232.0,1228.540649,255616,2018-04-03,175.899994,172.762314,2255928,2018-04-03,266.684998,259.80859399999997,3005605,2018-04-03,235.104996,228.27671800000002,1319714,2018-04-03,590.799988,589.114685,478959,2018-04-03,292.0,277.047852,1310028,2018-04-03,262.399994,248.247452,1294798,2018-04-03,52.139998999999996,51.528458,10457602,2018-04-03,227.19999700000002,216.57214399999998,1097027,2018-04-03,93.5,91.19986,1282755,2018-04-03,483.299988,482.228424,621071,2018-04-03,124.08000200000001,116.359619,6082481,2018-04-03,366.899994,355.79443399999997,1293379,2018-04-03,282.200989,274.476044,774533,2018-04-03,150.449997,147.017303,3074056,2018-04-03,88.019997,86.18055,3145027,2018-04-03,85.459999,80.06819899999999,9279418,2018-04-03,139.800003,135.961975,1533808,2018-04-03,101.199997,95.934151,5633546,2018-04-03,164.600006,143.61264,2542876,2018-04-03,169.449997,163.011108,2722525,2018-04-03,46.150002,43.415718,4691364,2018-04-03,185.0,166.519531,4920113,2018-04-03,376.0,358.469177,1298136,2018-04-03,99.339996,95.84056899999999,2057433,2018-04-03,39.150002,35.940284999999996,15086753,2018-04-03,148.100006,139.218582,8047817
64,2018-04-04,184.5,184.5,1365070,2018-04-04,192.5,188.819733,2215594,2018-04-04,1246.0,1242.501343,390438,2018-04-04,174.050003,170.945328,2185102,2018-04-04,259.455994,252.76597599999997,3210853,2018-04-04,228.367996,221.73539700000003,1195656,2018-04-04,584.299988,582.63324,219335,2018-04-04,285.100006,270.50119,1611328,2018-04-04,255.899994,242.098038,1412089,2018-04-04,51.52,50.915733,9152270,2018-04-04,227.80000299999998,217.144089,1150389,2018-04-04,92.720001,90.439049,1191511,2018-04-04,473.799988,472.74948099999995,444800,2018-04-04,124.599998,116.84726,5069038,2018-04-04,363.700012,352.691345,1135492,2018-04-04,278.308014,270.689636,1044159,2018-04-04,148.399994,145.014069,3434436,2018-04-04,87.559998,85.730164,3132591,2018-04-04,85.540001,80.14315,6559943,2018-04-04,138.100006,134.30865500000002,1614540,2018-04-04,101.349998,96.076347,4573205,2018-04-04,163.699997,142.827393,1417723,2018-04-04,165.800003,159.49981699999998,2171682,2018-04-04,45.869999,43.152306,3058384,2018-04-04,185.25,166.744553,4082483,2018-04-04,379.799988,362.09198,930081,2018-04-04,98.599998,95.12664000000001,1656599,2018-04-04,39.060001,35.857662,10596636,2018-04-04,146.300003,137.52652,6894305
65,2018-04-05,191.300003,191.300003,1210243,2018-04-05,198.600006,194.803116,1716659,2018-04-05,1238.5,1235.022461,646953,2018-04-05,179.25,176.05256699999998,2011716,2018-04-05,265.847992,258.99316400000004,2239217,2018-04-05,235.104996,228.27671800000002,578654,2018-04-05,599.200012,597.490784,301291,2018-04-05,293.399994,278.37616,1084518,2018-04-05,260.100006,246.07151800000003,952951,2018-04-05,53.119999,52.496964,7804986,2018-04-05,230.5,219.717789,892275,2018-04-05,95.480003,93.131157,962281,2018-04-05,484.89999400000005,483.82485999999994,359948,2018-04-05,125.940002,118.103889,4403273,2018-04-05,372.700012,361.418945,906379,2018-04-05,286.949005,279.094086,737093,2018-04-05,152.850006,149.362549,3124978,2018-04-05,89.139999,87.27714499999999,2944534,2018-04-05,87.139999,81.642204,5830331,2018-04-05,142.300003,138.393341,1002415,2018-04-05,102.650002,97.308701,3192618,2018-04-05,166.850006,145.57576,1099573,2018-04-05,170.649994,164.165512,1566334,2018-04-05,47.259997999999996,44.459949,3537363,2018-04-05,188.300003,169.489868,4236056,2018-04-05,388.600006,370.481689,749045,2018-04-05,101.800003,98.213921,1840920,2018-04-05,39.939999,36.665508,15194434,2018-04-05,150.25,141.23963899999998,5933853
