Date,ABB.ST_AdjClose,ALFA.ST_AdjClose,ALIV-SDB.ST_AdjClose,ATCO-A.ST_AdjClose,ATCO-B.ST_AdjClose,AZN.ST_AdjClose,BOL.ST_AdjClose,ELUX-B.ST_AdjClose,ERIC-B.ST_AdjClose,GETI-B.ST_AdjClose,HEXA-B.ST_AdjClose,HM-B.ST_AdjClose,INVE-B.ST_AdjClose,KINV-B.ST_AdjClose,SAND.ST_AdjClose,SCA-B.ST_AdjClose,SEB-A.ST_AdjClose,SECU-B.ST_AdjClose,SHB-A.ST_AdjClose,SKA-B.ST_AdjClose,SKF-B.ST_AdjClose,SSAB-A.ST_AdjClose,SWED-A.ST_AdjClose,SWMA.ST_AdjClose,TEL2-B.ST_AdjClose,TELIA.ST_AdjClose,VOLV-B.ST_AdjClose,XOMX30_AdjClose
2003-11-05,34.186771,10.763943,216.63858,15.945488000000001,10.133534,308.213623,17.781046,52.242912,44.963741,40.085487,4.759243,36.478989,43.338966,38.971523,22.505398,0.201849,21.925034,53.527115,8.928552999999999,26.79092,32.274685,10.337032,42.727515999999994,43.461723,47.052021,16.103081,12.420395,612.080017
2003-11-06,33.886219,10.605648,217.06170699999998,16.092077,10.254908,309.058075,17.835736999999998,53.222488,46.402584000000004,40.982388,4.834786,36.699406,44.274345000000004,38.971523,22.601374,0.20286700000000002,21.925034,53.826149,8.928552999999999,26.555908000000002,32.390572,10.245981,43.226383,43.788502,47.170544,16.103081,12.477502000000001,616.659973
2003-11-07,34.787872,10.974998,219.17735299999998,16.414476,10.477389,308.213623,17.945198,53.875510999999996,46.042866,40.844421000000004,4.9858720000000005,37.470856,44.586124,39.580505,22.985257999999998,0.20524099999999998,22.162066,55.022282,8.993503,27.025934000000003,32.85413,10.382558,43.226383,44.11528,46.933514,16.290871,12.620266,622.380005
2003-11-10,34.337047999999996,10.869472,220.446686,16.267935,10.376251,298.924957,17.945198,53.712254,44.963741,41.258381,4.809602,37.250458,43.962543,39.580505,22.889286,0.20490100000000003,22.399103,55.321312,9.12336,27.025934000000003,32.448513,10.473651,43.558838,44.11528,46.103885999999996,16.196973999999997,12.563158,618.340027
2003-11-11,35.013279,10.869472,218.754242,16.238625,10.356016,303.569275,17.945198,53.059235,43.524906,41.396355,4.784426,37.140236,43.650764,39.580505,22.745325,0.20388399999999998,22.399103,55.022282,9.090902999999999,27.025934000000003,32.564407,10.473651,43.226383,44.442066,46.518723,16.056135,12.363292,614.330017
2003-11-12,35.013279,10.869472,217.06170699999998,16.150698000000002,10.295344,301.458191,18.328127,53.38574200000001,45.683159,41.12043,4.885152,37.581078000000005,43.650764,39.276016,22.793314000000002,0.20422300000000002,22.162066,55.022282,8.961029,27.025934000000003,32.390572,10.746886,43.226383,44.768845,46.163128,15.868343,12.620266,617.210022
2003-11-13,35.013279,10.922234,217.48481800000002,16.033464000000002,10.21444,305.680389,18.875275,53.712254,46.402584000000004,40.361488,4.885152,38.242321000000004,43.962543,38.971523,22.649363,0.203206,22.991646,55.620338000000004,9.12336,27.965958,32.33263,10.837936000000001,43.891281,44.442066,46.400154,16.150028,12.705922,624.650024
2003-11-14,35.388965999999996,10.922234,217.48481800000002,16.355864,10.335814,311.59130899999997,18.92997,54.038784,47.481716,39.878475,4.8221940000000005,39.564827,44.89793,38.423542,22.745325,0.20252699999999998,23.228673999999998,56.21841,9.253236,27.965958,32.33263,10.974556,44.057705,44.768845,46.163128,16.103081,12.763028,631.299988
2003-11-17,34.71273,10.816705,211.98426800000001,15.711020000000001,10.032392999999999,305.680389,18.820517000000002,53.38574200000001,44.963741,39.809490000000004,4.809602,39.564827,43.650764,38.362625,22.169497,0.200152,22.636089000000002,56.21841,9.12336,27.260933,31.984962,10.929030000000001,43.558838,45.749176,45.629826,15.821396,12.391845,617.52002
2003-11-18,34.562458,10.394589999999999,209.022385,15.476498000000001,9.830142,306.94693,18.109282,52.73273100000001,44.604031,39.464508,4.784426,39.675034000000004,43.338966,38.971523,22.121513,0.197777,22.636089000000002,56.21841,9.188308000000001,27.965958,31.579357,10.929030000000001,43.392414,44.768845,45.68906,15.868343,12.306186,615.150024
